topic_id,event_id
a2GxJjEheT7kCjuYBJHO,XtVckzGBhhXrczpk2wBW
aCL83gC4Gh7cOdX9XhxE,FLuzAE5dm4qazOoE4QaF
aCL83gC4Gh7cOdX9XhxE,ah0Io8qTy2I6RjsTHTeS
aOI4WyDnNVXUtAzVqZsS,zDLn38DfCkx1JTQfW7bl
aOI4WyDnNVXUtAzVqZsS,Ri7THJYVq8VeyDjrJZS8
beJZeFCKxnwomk2qQmnl,FLuzAE5dm4qazOoE4QaF
beJZeFCKxnwomk2qQmnl,OiKFo7nNy4gsLARMI6zP
bpWnfM1sudt4FMI0wS9t,FLuzAE5dm4qazOoE4QaF
bpWnfM1sudt4FMI0wS9t,ah0Io8qTy2I6RjsTHTeS
bpWnfM1sudt4FMI0wS9t,OiKFo7nNy4gsLARMI6zP
bpWnfM1sudt4FMI0wS9t,AkUH6sty9Lv2WuTTXRD9
cOJcvxwPzm0iZ4cHngFC,FLuzAE5dm4qazOoE4QaF
cOJcvxwPzm0iZ4cHngFC,OiKFo7nNy4gsLARMI6zP
cOJcvxwPzm0iZ4cHngFC,HTmIYhVrz22i3PjxdS0h
cOJcvxwPzm0iZ4cHngFC,wIKPzNydyOA8KbRKHE5a
cgl2dkQpzRePcWAo075o,Ri7THJYVq8VeyDjrJZS8
cgl2dkQpzRePcWAo075o,HTmIYhVrz22i3PjxdS0h
cgl2dkQpzRePcWAo075o,FLuzAE5dm4qazOoE4QaF
cgl2dkQpzRePcWAo075o,OiKFo7nNy4gsLARMI6zP
cwMYFZkBcDAT64xVGPYi,FLuzAE5dm4qazOoE4QaF
cwMYFZkBcDAT64xVGPYi,vXyzxEkaeEFoAcKQEeia
cwMYFZkBcDAT64xVGPYi,zDLn38DfCkx1JTQfW7bl
cwMYFZkBcDAT64xVGPYi,wIKPzNydyOA8KbRKHE5a
cwutSB93TI3xH6IKpBn5,Ri7THJYVq8VeyDjrJZS8
cwutSB93TI3xH6IKpBn5,HTmIYhVrz22i3PjxdS0h
d3pHtfhU57E5OSFI6Mry,FLuzAE5dm4qazOoE4QaF
d3pHtfhU57E5OSFI6Mry,zDLn38DfCkx1JTQfW7bl
dGxyjzS4YUBBbcbvHOUf,OiKFo7nNy4gsLARMI6zP
dGxyjzS4YUBBbcbvHOUf,ZeztgNNzU3DbAZNdVQbt
dGxyjzS4YUBBbcbvHOUf,vXyzxEkaeEFoAcKQEeia
dkrarlbB4ZvLnUMtJqJM,ZeztgNNzU3DbAZNdVQbt
dkrarlbB4ZvLnUMtJqJM,HTmIYhVrz22i3PjxdS0h
eI7AwyqnfrU90ciZcB2J,FLuzAE5dm4qazOoE4QaF
eI7AwyqnfrU90ciZcB2J,wIKPzNydyOA8KbRKHE5a
eI7AwyqnfrU90ciZcB2J,XtVckzGBhhXrczpk2wBW
ee9QQZxV5iESX66emeXE,wIKPzNydyOA8KbRKHE5a
ee9QQZxV5iESX66emeXE,AkUH6sty9Lv2WuTTXRD9
f8RGpxZJ7dQCu4DY6KRj,FLuzAE5dm4qazOoE4QaF
f8RGpxZJ7dQCu4DY6KRj,7RlnzfjxyxYTH0ajcVQK
fbVtCjw945zx0RDARWt1,OiKFo7nNy4gsLARMI6zP
fbVtCjw945zx0RDARWt1,XtVckzGBhhXrczpk2wBW
flWe1JTfa9t3O20cxgFZ,ZeztgNNzU3DbAZNdVQbt
flWe1JTfa9t3O20cxgFZ,zDLn38DfCkx1JTQfW7bl
gVOKNIr5SqGSYt4UQGwz,FLuzAE5dm4qazOoE4QaF
gVOKNIr5SqGSYt4UQGwz,Ri7THJYVq8VeyDjrJZS8
hFlaIDjyVSQM95hpLX5l,FLuzAE5dm4qazOoE4QaF
hFlaIDjyVSQM95hpLX5l,7RlnzfjxyxYTH0ajcVQK
hFlaIDjyVSQM95hpLX5l,wIKPzNydyOA8KbRKHE5a
hHM0HVjqwKVeG9AWTAZF,FLuzAE5dm4qazOoE4QaF
hHM0HVjqwKVeG9AWTAZF,OiKFo7nNy4gsLARMI6zP
hHM0HVjqwKVeG9AWTAZF,XtVckzGBhhXrczpk2wBW
hKLtiqzvq6iMHcSRGLMG,OiKFo7nNy4gsLARMI6zP
hKLtiqzvq6iMHcSRGLMG,XtVckzGBhhXrczpk2wBW
hN53GlLx2DAw5uskXgts,zDLn38DfCkx1JTQfW7bl
hN53GlLx2DAw5uskXgts,OiKFo7nNy4gsLARMI6zP
hfmR2J1HSybT3k2ocQnN,HTmIYhVrz22i3PjxdS0h
hfmR2J1HSybT3k2ocQnN,OiKFo7nNy4gsLARMI6zP
hfmR2J1HSybT3k2ocQnN,ah0Io8qTy2I6RjsTHTeS
i7nD4nBuvDJmmwAAfNuk,FLuzAE5dm4qazOoE4QaF
i7nD4nBuvDJmmwAAfNuk,XtVckzGBhhXrczpk2wBW
ioBTEBAqB3GfzOzop0K3,FLuzAE5dm4qazOoE4QaF
ioBTEBAqB3GfzOzop0K3,wIKPzNydyOA8KbRKHE5a
iukqL19YJuS67ZkSWMqZ,FLuzAE5dm4qazOoE4QaF
iukqL19YJuS67ZkSWMqZ,7RlnzfjxyxYTH0ajcVQK
iukqL19YJuS67ZkSWMqZ,XtVckzGBhhXrczpk2wBW
jHdCJCKb650P142dwlCc,zDLn38DfCkx1JTQfW7bl
jHdCJCKb650P142dwlCc,HTmIYhVrz22i3PjxdS0h
jHdCJCKb650P142dwlCc,ah0Io8qTy2I6RjsTHTeS
kbZeLnr7CIhviuzpi7Y2,OiKFo7nNy4gsLARMI6zP
kbZeLnr7CIhviuzpi7Y2,7RlnzfjxyxYTH0ajcVQK
khBKlVEnnEalTeRRgKYn,OiKFo7nNy4gsLARMI6zP
khBKlVEnnEalTeRRgKYn,HTmIYhVrz22i3PjxdS0h
khaARS90ROktrWpNefdc,FLuzAE5dm4qazOoE4QaF
khaARS90ROktrWpNefdc,wIKPzNydyOA8KbRKHE5a
khaARS90ROktrWpNefdc,Ri7THJYVq8VeyDjrJZS8
l2BJGEFL0vNtYHherIGp,OiKFo7nNy4gsLARMI6zP
l2BJGEFL0vNtYHherIGp,7RlnzfjxyxYTH0ajcVQK
l2BJGEFL0vNtYHherIGp,ZeztgNNzU3DbAZNdVQbt
l2BJGEFL0vNtYHherIGp,AkUH6sty9Lv2WuTTXRD9
l4DGdklYsCQJ4YCEwG6N,Ri7THJYVq8VeyDjrJZS8
l4DGdklYsCQJ4YCEwG6N,AkUH6sty9Lv2WuTTXRD9
l4DGdklYsCQJ4YCEwG6N,XtVckzGBhhXrczpk2wBW
l5syMnVe7oyPyItseDcU,FLuzAE5dm4qazOoE4QaF
l5syMnVe7oyPyItseDcU,vXyzxEkaeEFoAcKQEeia
l5syMnVe7oyPyItseDcU,ZeztgNNzU3DbAZNdVQbt
lRI4lhkiWzTKCOBsbL3p,FLuzAE5dm4qazOoE4QaF
lRI4lhkiWzTKCOBsbL3p,Ri7THJYVq8VeyDjrJZS8
lRI4lhkiWzTKCOBsbL3p,XtVckzGBhhXrczpk2wBW
lRI4lhkiWzTKCOBsbL3p,wIKPzNydyOA8KbRKHE5a
lY0oZzdYo9y3zFhhYnmy,FLuzAE5dm4qazOoE4QaF
lY0oZzdYo9y3zFhhYnmy,vXyzxEkaeEFoAcKQEeia
lY0oZzdYo9y3zFhhYnmy,OiKFo7nNy4gsLARMI6zP
mMeEpUAziHDhG50zT935,FLuzAE5dm4qazOoE4QaF
mMeEpUAziHDhG50zT935,OiKFo7nNy4gsLARMI6zP
mb426CKotDswSd9rgWPp,FLuzAE5dm4qazOoE4QaF
mb426CKotDswSd9rgWPp,wIKPzNydyOA8KbRKHE5a
mb426CKotDswSd9rgWPp,AkUH6sty9Lv2WuTTXRD9
mvuw0PVc9yFEqDYHLU5P,ZeztgNNzU3DbAZNdVQbt
mvuw0PVc9yFEqDYHLU5P,wIKPzNydyOA8KbRKHE5a
mvuw0PVc9yFEqDYHLU5P,zDLn38DfCkx1JTQfW7bl
nrEaDmep95iroWpISISA,FLuzAE5dm4qazOoE4QaF
nrEaDmep95iroWpISISA,ah0Io8qTy2I6RjsTHTeS
ntBJAaqOZ6CVfzvCIdlt,FLuzAE5dm4qazOoE4QaF
ntBJAaqOZ6CVfzvCIdlt,vXyzxEkaeEFoAcKQEeia
ntBJAaqOZ6CVfzvCIdlt,7RlnzfjxyxYTH0ajcVQK
oRaHQAaxlJ5gKS85cssh,FLuzAE5dm4qazOoE4QaF
oRaHQAaxlJ5gKS85cssh,Ri7THJYVq8VeyDjrJZS8
oRaHQAaxlJ5gKS85cssh,AkUH6sty9Lv2WuTTXRD9
oRaHQAaxlJ5gKS85cssh,ZeztgNNzU3DbAZNdVQbt
oeotA7s7dRMWvrJarDmJ,Ri7THJYVq8VeyDjrJZS8
oeotA7s7dRMWvrJarDmJ,7RlnzfjxyxYTH0ajcVQK
oeotA7s7dRMWvrJarDmJ,OiKFo7nNy4gsLARMI6zP
oeotA7s7dRMWvrJarDmJ,ah0Io8qTy2I6RjsTHTeS
peEZ4F0cByDfdVv4Mh5R,FLuzAE5dm4qazOoE4QaF
peEZ4F0cByDfdVv4Mh5R,ZeztgNNzU3DbAZNdVQbt
peEZ4F0cByDfdVv4Mh5R,XtVckzGBhhXrczpk2wBW
pegZwJVtwSuC87fEl0UZ,FLuzAE5dm4qazOoE4QaF
pegZwJVtwSuC87fEl0UZ,wIKPzNydyOA8KbRKHE5a
q0DIQV3yASXwqRZaCiFX,ZeztgNNzU3DbAZNdVQbt
q0DIQV3yASXwqRZaCiFX,AkUH6sty9Lv2WuTTXRD9
q0DIQV3yASXwqRZaCiFX,OiKFo7nNy4gsLARMI6zP
q0DIQV3yASXwqRZaCiFX,XtVckzGBhhXrczpk2wBW
qPBOcL9oIepOBSMv2sm9,OiKFo7nNy4gsLARMI6zP
qPBOcL9oIepOBSMv2sm9,wIKPzNydyOA8KbRKHE5a
qTAylyGMKxWyYImK7Xnp,ah0Io8qTy2I6RjsTHTeS
qTAylyGMKxWyYImK7Xnp,ZeztgNNzU3DbAZNdVQbt
qTAylyGMKxWyYImK7Xnp,Ri7THJYVq8VeyDjrJZS8
qq5SykirmTIWsbbBDARc,FLuzAE5dm4qazOoE4QaF
qq5SykirmTIWsbbBDARc,7RlnzfjxyxYTH0ajcVQK
qylb4vJtU5AGTjqa3Otw,FLuzAE5dm4qazOoE4QaF
qylb4vJtU5AGTjqa3Otw,AkUH6sty9Lv2WuTTXRD9
qylb4vJtU5AGTjqa3Otw,HTmIYhVrz22i3PjxdS0h
qylb4vJtU5AGTjqa3Otw,ZeztgNNzU3DbAZNdVQbt
rXQLUFdi9w5lq2zlb3jt,Ri7THJYVq8VeyDjrJZS8
rXQLUFdi9w5lq2zlb3jt,zDLn38DfCkx1JTQfW7bl
rXQLUFdi9w5lq2zlb3jt,wIKPzNydyOA8KbRKHE5a
rcKMnMwfcNJBA0vTq9K2,FLuzAE5dm4qazOoE4QaF
rcKMnMwfcNJBA0vTq9K2,7RlnzfjxyxYTH0ajcVQK
rdSDbspwBRGjnYsdAdCu,OiKFo7nNy4gsLARMI6zP
rdSDbspwBRGjnYsdAdCu,HTmIYhVrz22i3PjxdS0h
rdSDbspwBRGjnYsdAdCu,zDLn38DfCkx1JTQfW7bl
ri7VMl85rYWRQ5NzpcgE,ZeztgNNzU3DbAZNdVQbt
ri7VMl85rYWRQ5NzpcgE,AkUH6sty9Lv2WuTTXRD9
ri7VMl85rYWRQ5NzpcgE,7RlnzfjxyxYTH0ajcVQK
ri7VMl85rYWRQ5NzpcgE,XtVckzGBhhXrczpk2wBW
rtD7CMjsceEbv2KhEprz,ah0Io8qTy2I6RjsTHTeS
rtD7CMjsceEbv2KhEprz,FLuzAE5dm4qazOoE4QaF
rv1DxRCAh8vLRGYr7kfa,FLuzAE5dm4qazOoE4QaF
rv1DxRCAh8vLRGYr7kfa,HTmIYhVrz22i3PjxdS0h
rv1DxRCAh8vLRGYr7kfa,ZeztgNNzU3DbAZNdVQbt
sAmtB8fy0VPiNkHFh2ON,FLuzAE5dm4qazOoE4QaF
sAmtB8fy0VPiNkHFh2ON,HTmIYhVrz22i3PjxdS0h
sAmtB8fy0VPiNkHFh2ON,ZeztgNNzU3DbAZNdVQbt
t6hibvHASB7ImBStKhrw,ZeztgNNzU3DbAZNdVQbt
t6hibvHASB7ImBStKhrw,AkUH6sty9Lv2WuTTXRD9
t6hibvHASB7ImBStKhrw,zDLn38DfCkx1JTQfW7bl
t6hibvHASB7ImBStKhrw,OiKFo7nNy4gsLARMI6zP
tB7DEtiqE3Wvd4N16LQd,FLuzAE5dm4qazOoE4QaF
tB7DEtiqE3Wvd4N16LQd,Ri7THJYVq8VeyDjrJZS8
tB7DEtiqE3Wvd4N16LQd,HTmIYhVrz22i3PjxdS0h
w1UaINJpdc3KsocCvWSD,FLuzAE5dm4qazOoE4QaF
w1UaINJpdc3KsocCvWSD,AkUH6sty9Lv2WuTTXRD9
w1UaINJpdc3KsocCvWSD,7RlnzfjxyxYTH0ajcVQK
w1UaINJpdc3KsocCvWSD,zDLn38DfCkx1JTQfW7bl
wODKVw70M0C8blVDMpfL,OiKFo7nNy4gsLARMI6zP
wODKVw70M0C8blVDMpfL,ZeztgNNzU3DbAZNdVQbt
wODKVw70M0C8blVDMpfL,FLuzAE5dm4qazOoE4QaF
wXQy4GNSAVByO1QwIw31,FLuzAE5dm4qazOoE4QaF
wXQy4GNSAVByO1QwIw31,ah0Io8qTy2I6RjsTHTeS
wXQy4GNSAVByO1QwIw31,OiKFo7nNy4gsLARMI6zP
wXQy4GNSAVByO1QwIw31,vXyzxEkaeEFoAcKQEeia
wnWqZuCRhIESkI8KhmhZ,FLuzAE5dm4qazOoE4QaF
wnWqZuCRhIESkI8KhmhZ,Ri7THJYVq8VeyDjrJZS8
wnWqZuCRhIESkI8KhmhZ,vXyzxEkaeEFoAcKQEeia
xPfTusEykaoThPECEHNx,zDLn38DfCkx1JTQfW7bl
xPfTusEykaoThPECEHNx,FLuzAE5dm4qazOoE4QaF
xPfTusEykaoThPECEHNx,ZeztgNNzU3DbAZNdVQbt
xPfTusEykaoThPECEHNx,OiKFo7nNy4gsLARMI6zP
y02zxIhpl5SrMiqbe6PZ,zDLn38DfCkx1JTQfW7bl
y02zxIhpl5SrMiqbe6PZ,Ri7THJYVq8VeyDjrJZS8
y2QViIPyK0DMuLnnTpmM,wIKPzNydyOA8KbRKHE5a
y2QViIPyK0DMuLnnTpmM,ah0Io8qTy2I6RjsTHTeS
yYjYyd4TeWQsvH5igLmP,Ri7THJYVq8VeyDjrJZS8
yYjYyd4TeWQsvH5igLmP,XtVckzGBhhXrczpk2wBW
yYjYyd4TeWQsvH5igLmP,wIKPzNydyOA8KbRKHE5a
yYjYyd4TeWQsvH5igLmP,vXyzxEkaeEFoAcKQEeia
yaBWRUKJeB6kxCpL8yQM,Ri7THJYVq8VeyDjrJZS8
yaBWRUKJeB6kxCpL8yQM,vXyzxEkaeEFoAcKQEeia
ygKCH9AyMU1EHeFyQQIV,XtVckzGBhhXrczpk2wBW
ygKCH9AyMU1EHeFyQQIV,wIKPzNydyOA8KbRKHE5a
yhZRzAUfUTa7emEn5TrG,FLuzAE5dm4qazOoE4QaF
yhZRzAUfUTa7emEn5TrG,ZeztgNNzU3DbAZNdVQbt
yhZRzAUfUTa7emEn5TrG,wIKPzNydyOA8KbRKHE5a
zAgP9SXKxmB6CHmOVZEj,FLuzAE5dm4qazOoE4QaF
zAgP9SXKxmB6CHmOVZEj,ZeztgNNzU3DbAZNdVQbt
zTLIoGDZJsgMorVzRhHE,Ri7THJYVq8VeyDjrJZS8
zTLIoGDZJsgMorVzRhHE,ah0Io8qTy2I6RjsTHTeS
zTLIoGDZJsgMorVzRhHE,AkUH6sty9Lv2WuTTXRD9
zYXQjirGqWnfkYRkKvqD,Ri7THJYVq8VeyDjrJZS8
zYXQjirGqWnfkYRkKvqD,HTmIYhVrz22i3PjxdS0h
zj1RbSbxQVDaJzzgibvk,OiKFo7nNy4gsLARMI6zP
zj1RbSbxQVDaJzzgibvk,Ri7THJYVq8VeyDjrJZS8
zvTElyJJO7xqagDkVWdP,HTmIYhVrz22i3PjxdS0h
zvTElyJJO7xqagDkVWdP,FLuzAE5dm4qazOoE4QaF
