comment_id,comment_view,notified_at,updated_at,reason,parent_topic_id,created_at,ref_id,parent_comment_id
AV2msfzJisedPnj3GlE6,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่แน่ใจว่าการให้อำจาจองค์กรอิสระ อาจนำไปสู่การกลั่นแกล้งทางการเมือง,mb426CKotDswSd9rgWPp,2025-07-02T10:20:23.720Z,C88,
AVpCYLaFrwVgjPwVTBkT,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้สูงอายุควรเป็นแค่ที่ปรึกษา มากกว่าเป็น สสร โดยตรง,pegZwJVtwSuC87fEl0UZ,2025-07-02T10:20:23.720Z,C252,
AWAMAkTpMJKT6bAmvrHU,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,อยากเลือกเลยไม่มาสมัคร,eI7AwyqnfrU90ciZcB2J,2025-07-02T10:20:23.720Z,C260,
AaPt20t8Excca8vzCQzn,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เพื่อสะท้อนจุดยืนร่วมกันทั้งหมด,i7nD4nBuvDJmmwAAfNuk,2025-07-02T10:20:23.720Z,C64,
AdEYuiYNYBYWYOdqSwh9,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เราต้องหารูปแบบการร่างที่ไม่ฝากความหวังกับพรรคการเมือง เพราะพรรคการเมืองหาเหตุผลเข้าข้างเพื่อทำให้ช้าตลอด,bpWnfM1sudt4FMI0wS9t,2025-07-02T10:20:23.720Z,C287,
AfGJx1rGomFJjLqvZ91L,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,กรอบเวลาต้องไม่ถูกนำมาเป็นเงื่อนไข ซื้อเวลา,UiN8egrbml9767vx9jT5,2025-07-02T10:20:23.720Z,C331,0dYNkhTK9vQECyPtUmw9
AxjNgQeYOaAMea6LevWg,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องมี platform และ open data ให้กับประชาชนทุกคนเห็นถึงปัญหา,ioBTEBAqB3GfzOzop0K3,2025-07-02T10:20:23.720Z,C3,
BEtyfZUrCT5ts8an6qjW,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,การนำไปร่างเป็นกฎหมายต่อ ต้องให้นักกฎหมายมาทำ,ntBJAaqOZ6CVfzvCIdlt,2025-07-02T10:20:23.720Z,C181,4uRVTmJIXAKI74O9D0EG
BNeJT64yMqc1eHtsGFJc,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เห็นด้วย เพราะ การเป็นสมาชิกพรรคการเมืองแสดงถึงการต้องการมีส่วนร่วมทางการเมือง,30iUR5Bs1u2g842KdF3y,2025-07-02T10:20:23.720Z,C161,
BfA6Z5AKQgNJvQDZeiGO,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้ที่กำหนดจำนวน สสร. คืออนุกรรมการตามความเชี่ยวชาญ จัดตั้งโดยพิจารณาจากความเชี่ยวชาญทางเทคนิค,l5syMnVe7oyPyItseDcU,2025-07-02T10:20:23.720Z,C179,
BiIYMjWFcOk8hupnoB10,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สสร. ควรปรับแก้ให้ศาลรัฐธรรมนูญไม่มีอำนาจมากเกินไป,KnLQ88WRrt7g9gfxdAr1,2025-07-02T10:20:23.720Z,C330,
BiX8sn8sgoGHnVb1OWY4,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ความหลากหลายเพศสภาพ อายุ อาชีพ ความเป็นตัวแทน,4CGZkWkBlX9VNSkBJEGI,2025-07-02T10:20:23.720Z,C236,
BuSCFmVRac3WHWdBvAgW,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ประเด็นรัฐธรรมนูญต้องเปิดให้ประชาชนเข้าถึงได้ในรูปแบบ open data,peEZ4F0cByDfdVv4Mh5R,2025-07-02T10:20:23.720Z,C309,
Bx3X1pf18pqtWmMyFgip,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เรียนเกี่ยวกับอะไรก็ได้,8vddQeCXJp9iuCwsqe7l,2025-07-02T10:20:23.720Z,C219,
C3YaHfmvMQHn8B7qQe0y,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เราไม่สามารถแยกพรรคการเมืองออกจากกระบวนการทางการเมืองได้อยู่ดี (ตัวอย่างเช่น สว.) ให้เขาประกาศตัวมาเลยดีกว่า ว่าเขาเกี่ยวข้องกับพรรคไหน,30iUR5Bs1u2g842KdF3y,2025-07-02T10:20:23.720Z,C154,weOxKzgOdsLZJOluVk6b
CDyqRePxNIdDrnf4bJwx,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องมีการติดตามหลังจากการทำงาน,FTlX1sG1A34X6v4SF2KR,2025-07-02T10:20:23.720Z,C115,
CXnyCWlaawUgNGZt0t2b,เห็นด้วย,2026-02-27T11:01:15.011Z,2026-02-27T11:01:15.011Z,มีกลไกแสดงความเห็นที่มากขึ้นและหลากหลาย,jHdCJCKb650P142dwlCc,2026-02-27T11:01:15.011Z,,
D9nshnyY3Kn6UDDUvPp0,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้สูงอายุมีข้อจำกัดเรื่องสุขภาพ,pegZwJVtwSuC87fEl0UZ,2025-07-02T10:20:23.720Z,C253,
DBfl5thAkPNTXk3khoxx,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,บางคนไม่ได้เฉพาะทางด้านนั้น ทำให้เกิด bias,5rWaEjqgvDdjO8xjUyME,2025-07-02T10:20:23.720Z,C107,
DIbxmC7WpKJ0DCORdhI4,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องคิดถึงการสื่อสารไปยังคนป่วย คนพิการ คนไม่มีโทรศัพท์มือถือ,peEZ4F0cByDfdVv4Mh5R,2025-07-02T10:20:23.720Z,C303,
DN0FylclpqsCnpVWreDY,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สุดท้ายประชามติก็สะท้อนแค่เพียงประชานิยม,tB7DEtiqE3Wvd4N16LQd,2025-07-02T10:20:23.720Z,C228,jKtwkjU2YTASF4dQhkuX
DNDM36EkKbLrRyl9EMY2,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ควรยึดโยง และเป็นผู้แทนด้านอุดมการณ์ โดยยังมีความยึดโยงกับฝ่ายนิติบัญญัติ (รัฐสภา),2rIAoKtf0uRsbMDTZ6kE,2025-07-02T10:20:23.720Z,C34,
Db2yXR5QZKWC1ehP1w63,เห็นด้วย,2026-02-27T10:58:34.401Z,2026-02-27T10:58:34.401Z,เพื่อให้ผลประโยชน์ส่วนตัวดังนั้นก็จะถูกจำกัดควบคุมไม่ให้มีอำนาจมากเกินไปจนเกิดผลร้านต่อสังคมในภาพรวม,y02zxIhpl5SrMiqbe6PZ,2026-02-27T10:58:34.401Z,,
DffuD3sbUqbU1eCj1iWp,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่ควรปิดกั้นแต่ต้องมีสิทธิที่ถูกเปิดเผยข้อมูล,w1UaINJpdc3KsocCvWSD,2025-07-02T10:20:23.720Z,C204,
Dxx97EmKFLXfJRoEzH06,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้เชี่ยวชาญควรเป็นตัวเสริมมากกว่าผู้เล่นหลัก,ntBJAaqOZ6CVfzvCIdlt,2025-07-02T10:20:23.720Z,C184,
EHrkYtcey5avDcV5GvmD,เห็นด้วย,2025-09-15T04:17:26.196Z,2025-09-15T04:17:26.196Z,ท้องถิ่นต้องสามารถบริหารจัดการตนเองได้,QnMEfvJp90FiAYeNtnXb,2025-09-15T04:17:26.196Z,,
EPH5HtrifYzXDMUCbdTm,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่ยัดเยียดเนื้อหาให้กับประชาชน ไม่โยนภาระให้ประชาชนไปศึกษาเอง แต่ต้องอธิบายให้เข้าใจเรื่อง สสร. ว่ามีที่มาจากไหน และมีเพื่ออะไร,FTlX1sG1A34X6v4SF2KR,2025-07-02T10:20:23.720Z,C116,
EUUZZiJJFEwq6bVtOB2O,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้เชี่ยวชาญควรสร้างพื้นที่ ทำหน้าที่กระบวนกรเพื่อรวบรวมและนำประเด็นจากประชาชนมาเขียนกฎหมาย,Pl9XOn5DOwkr51BNH2hh,2025-07-02T10:20:23.720Z,C11,m13xLNSqMioA11nJLvLe
EYuPW789sLuOfnoERw9S,เห็นด้วย,2026-02-27T10:46:18.484Z,2026-02-27T10:46:18.484Z,รัฐธรรมนูญควรโอบรับความหลากหลาย: สามารถรองรับและให้พื้นที่แก่คนทุกกลุ่มในสังคมอย่างเท่าเทียม,V8mRVC0MDmkQBgs9erqT,2026-02-27T10:46:18.484Z,,
EcEfKa3Uzv4Eza0LPHdl,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องมีอุดมการณ์ทางการเมืองที่เป็นประชาธิปไตย ไม่เป็นปฏิปักษ์ต่อประชาธิปไตย,8vddQeCXJp9iuCwsqe7l,2025-07-02T10:20:23.720Z,C214,hlIA18qqDJTqmloRSuBh
EjLgVrqNgJv0sVBKRBP1,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ความว่าเร็วหรือช้าของแต่ละคนไม่เหมือนกัน ต้องกำหนดกรอบเวลามาเลย,gVOKNIr5SqGSYt4UQGwz,2025-07-02T10:20:23.720Z,C293,
FAyexge78WytZ5sLK6Ui,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ระบอบเดิม ถ้าหมายถึงรัฐบาลเก่า คิดว่าไม่ควรกีดกัน เพื่อก็ถือเป็นคนไทยคนนึงที่มีส่วนได้ส่วนเสียกับรัฐธรรมนูญ,VWv2kzIsYMLNk5oxEMFe,2025-07-02T10:20:23.720Z,C164,7ylAbqOFz4Delu2OOW2k
FVtqOZUpIMRdPWcViubl,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สสร. ควรมาจากประชาชนทั้งหมดจริงๆ เพราะเป็นผู้ได้รับปัญหา,aCL83gC4Gh7cOdX9XhxE,2025-07-02T10:20:23.720Z,C272,
GU1M1vbrTwVHJa75R6Q3,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,บางคนก็เป็นสมาชิกพรรคการเมือง ซึ่งควรจะสมัครเป็นสสร.ได้,VWv2kzIsYMLNk5oxEMFe,2025-07-02T10:20:23.720Z,C168,7ylAbqOFz4Delu2OOW2k
GkEOln4YxaahSvBIPopV,เห็นด้วย,2025-09-05T10:33:35.572Z,2025-09-05T10:33:35.572Z,สนับการส่งเสริมความรู้ในเรือนจำ โดยอยากให้ในเรือนจำมีหนังสือเรียนจำนวนเยอะกว่านี้,hfmR2J1HSybT3k2ocQnN,2025-09-05T10:33:35.572Z,,
Gp9NwiPxRd8MybqHApXV,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,แต่อาจจะต้องแบ่งวิธีการเลือกเป็นหลายแบบ เพื่อให้สะท้อนเชิงพื้นที่และกลุ่มประชากร,wnWqZuCRhIESkI8KhmhZ,2025-07-02T10:20:23.720Z,C96,
GujH6vnReim7kRlVEuAM,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ตัวอย่างจากเยอรมันมีการกีดกันแค่พรรคนาซี โดยมี 60 + 5 ที่เป็นผู้เชี่ยวชาญจะไม่มีสิทธิโหวต,VWv2kzIsYMLNk5oxEMFe,2025-07-02T10:20:23.720Z,C112,iEQebMJL5nW2f4IVdjos
H7y6hTJdkXjYZ40qvf7c,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,คุณสมบัติของความเป็นพลเมือง ไม่ควรดูแค่โทษเพราะเป็นปัญหา เช่น การถูกเว้นวรรคทางการเมือง คนที่อยู่ในคุกก็เป็นพลเมือง ไม่ควรถูกจำกัด,w1UaINJpdc3KsocCvWSD,2025-07-02T10:20:23.720Z,C198,pvgzXQmEqXcLkAu72Asi
H8wemWUVt7LMwOOIS9fY,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,"สสร. ต้องมีจำนวน 10,000 คน",l5syMnVe7oyPyItseDcU,2025-07-02T10:20:23.720Z,C180,
HFAcvmXsBHz57hYl2X28,เห็นด้วย,2025-09-15T04:19:43.861Z,2025-09-15T04:19:43.861Z,รัฐธรรมนูญควรยืดหยุ่น เสมอภาค ปลอดช่องโหว่ แต่ก็แก้ไขได้ผ่านกลไกเดียวกัน,IjZMXmGBxDDaJKh5DyOZ,2025-09-15T04:19:43.861Z,,
HHcWO9hcZYbG2OjYEtb2,เห็นด้วย,2026-02-27T11:01:52.425Z,2026-02-27T11:01:52.425Z,ให้อำนาจในการปกครองทั้งสาม (บริหาร นิติบัญญัติ ตุลาการ) มีความเสมอกันและประชาชนมีส่วนร่วมในกระบวนการทางศาลมากขึ้น,y02zxIhpl5SrMiqbe6PZ,2026-02-27T11:01:52.425Z,,
HYx4HXUz25aL6r9hsnuD,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เพื่อให้มีอำนาจจัดการเรื่องในท้องถิ่นตนเองได้อย่างมีประสิทธิภาพและมีการปฏิบัติงานอย่างโปร่งใส,53UEd7GeI48aWUYhrgWZ,2025-07-02T10:20:23.720Z,C345,
Hq1iRUFrpNRAeu2JdwsF,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ตัวอย่าง ชาวนา ที่จะต้องมีความรู้เรื่องที่ดิน เรื่องการแบ่งที่ดิน และเข้าใจเรื่องผลกระทบที่จะเกิดขึ้นกับภาคส่วนอื่นด้วย,sAmtB8fy0VPiNkHFh2ON,2025-07-02T10:20:23.720Z,C118,
Hu5uzJmqCnVCFsqlzdwN,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้แทนต้องมีความหลากหลาย,cwMYFZkBcDAT64xVGPYi,2025-07-02T10:20:23.720Z,C92,
I4pfLaOAT1dMax5fXD3b,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,อาจจะต้องมีผู้เชี่ยวชาญทั้งทฤษฎีและปฏิบัติได้ เช่น มีทั้งแต่งตั้งและเลือกตั้ง มีทั้งความรู้และคนที่เป็นตัวแทนกลุ่มนั้น ๆ,sAmtB8fy0VPiNkHFh2ON,2025-07-02T10:20:23.720Z,C119,
IBCVBZ28130D4Bh1wQjw,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เป็นสองแบบก็ได้ แต่อยากให้วิธีแบ่ง วิธีเลือกเหมือนกัน ไม่งั้นประชาชนจะงง,U3yJP2gjVAZV5h2JzNxY,2025-07-02T10:20:23.720Z,C57,
IC0ZtwkP0klocyuoU4Pn,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,การร่างรัฐธรรมนูญถูกทำให้รีบและช้าด้วยพรรคการเมืองจนทำให้ประชาชนไม่อยู่ในสมการ,gVOKNIr5SqGSYt4UQGwz,2025-07-02T10:20:23.720Z,C292,
IHRPGtdNYdToi6GLamoi,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ควรใช้วิธีการแบบ lawmaker นายก ประธานสภามามีส่วนเกี่ยวข้อง เพื่อให้คำมั่นว่ากระบวนการร่างจะไม่อยู่บนผลประโยชน์ของกลุ่มใดกลุ่มหนึ่ง,UleYx7RFuAD5OD6KsFhE,2025-07-02T10:20:23.720Z,C123,
IJEhfDlc566PanzZ6pUP,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่ไว้ใจผู้บริหาร-บอร์ด ซึ่งมีการบิดเบือนได้,f8RGpxZJ7dQCu4DY6KRj,2025-07-02T10:20:23.720Z,C26,
IRHu8jzIvV2x2Vfr4ynS,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,แต่เนื่องจาก รธน. เป็นเรื่องของคนทั้งประเทศ จึงอยากให้ปาร์ตี้ลิสต์มีสัดส่วนเยอะกว่า,U3yJP2gjVAZV5h2JzNxY,2025-07-02T10:20:23.720Z,C55,
IZFmbasvVJJc0rb9x4dc,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ทำให้การเป็น สสร. ไม่ได้มาพร้อมอำนาจอันหอมหวาน,Qq1TpRiXFWMxooMqijVt,2025-07-02T10:20:23.720Z,C321,oNKKsxBjbAXD5gVkyyar
IgGaShvipK5GSQJKHcLY,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,บางคนที่เก่ง แต่ไม่สมัครเลือกตั้ง ก็ไม่ได้มาทำหน้าที่ สสร. อย่างที่ควรจะเป็น,tB7DEtiqE3Wvd4N16LQd,2025-07-02T10:20:23.720Z,C224,jKtwkjU2YTASF4dQhkuX
JMUT01vCwWkQkVeNtKLB,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องมีเงื่อนไขรองรับอาชีพเดิมที่ทำอยู่ เพื่อเป็นหลักประกันในแง่สวัสดิการ,59G9i7h4GZtz0ScSAn0C,2025-07-02T10:20:23.720Z,C171,
JXVqYHrNpbdjp8ou7wLA,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ผู้สมัคร สสร. ต้องไม่ดำรงตำแหน่งข้าราชการ ณ วันที่สมัคร,59G9i7h4GZtz0ScSAn0C,2025-07-02T10:20:23.720Z,C174,
JepMcNblrAVmITXa0ed8,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องมีการเพิ่มการตื่นตัวของประชาชนผ่านเทคโนโลยีต่าง ๆ,peEZ4F0cByDfdVv4Mh5R,2025-07-02T10:20:23.720Z,C305,
JsG8F4SykNkCABwstwCy,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,รัฐธรรมนูญไม่ใช่เรื่องที่เปลี่ยนแปลงแก้ไขแล้วจบ แต่เป็นเรื่องที่ต้องถกเถียงกันตลอดเวลาเพื่อให้สอดคล้องกับกระแสสังคมตลอดเวลา,UiPSbzGwIdu94dj1WKN4,2025-07-02T10:20:23.720Z,C337,
JztE60SMxgakOPFsX1Rd,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องไม่มีข้อจำกัดเรื่องวุฒิ ส่วนผู้เชี่ยวชาญในประเด็นนั้น ๆ ให้ตั้งเป็นชุดที่ปรึกษาแทน,8vddQeCXJp9iuCwsqe7l,2025-07-02T10:20:23.720Z,C215,
KCzbUKAUrTu6KoETWFWz,เห็นด้วย,2025-09-15T04:16:24.669Z,2025-09-15T04:16:24.669Z,ต้องสร้างความเป็นธรรมให้กับอาชีพทุกอาชีพ,7Wc7kBwm6cM0c2MxyCTL,2025-09-15T04:16:24.669Z,,
KVMwQvX62cPeMwOzEien,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ถ้ามีตัวแทนการพรรคการเมืองเยอะเกินไปจะทำให้อำนาจไม่เท่ากัน,4CGZkWkBlX9VNSkBJEGI,2025-07-02T10:20:23.720Z,C239,
KWQTMiEzsjWMpuBlLJ1x,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,และต้องเป็นการเลือกตั้งทางตรง ไม่ใช่ทางอ้อม,nrEaDmep95iroWpISISA,2025-07-02T10:20:23.720Z,C19,
KjVLhscjMQSwlfVrd0P5,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ควรมีระบบ screening ในประเด็น โดยไม่กีดกันความแตกต่างทางการเมือง และเปิดโอกาสให้กลุ่มอาชีพอื่น ไม่จำกัดแค่กลุ่มข้าราชการบำนาญ,2rIAoKtf0uRsbMDTZ6kE,2025-07-02T10:20:23.720Z,C33,
KmhlvqHiJVOw5CjIduh0,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องมีการสร้างหลักประกันว่าจะมีการตรวจสอบคุณสมบัติของสสร. จริง ๆ,w1UaINJpdc3KsocCvWSD,2025-07-02T10:20:23.720Z,C199,
LEbchOUMMPbiFoHEd4XI,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สสร.ต้องมีที่มาหลากหลาย และมาจากการเลือกตั้ง,2rIAoKtf0uRsbMDTZ6kE,2025-07-02T10:20:23.720Z,C39,
LTYV4a45XflW03hDdzGE,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,คล้ายกับปี 40 ที่มีตัวแทนแต่ละจังหวัด,Qq1TpRiXFWMxooMqijVt,2025-07-02T10:20:23.720Z,C317,
LhAqj9dgnIygv58wlLag,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,สสร. จากกลุ่มอาชีพไม่ค่อยสะท้อนเสียงคนส่วนใหญ่ สะท้อนเฉพาะรายมาตราในเนื้อหาของรัฐธรรมนูญที่เกี่ยวข้องกับตัวเอง,ENbNmkn2KZh24qMQ3APu,2025-07-02T10:20:23.720Z,C6,
LslV6kyihkPgJqbQ6gRf,เห็นด้วย,2025-09-09T10:24:28.875Z,2025-09-09T10:24:28.875Z,ต้องการสิทธิเริ่มต้นชีวิตใหม่หลังออกจากเรือนจำ พร้อมกับมีทุนในการสนับสนุนอาชีพ,BT8x8rmFStJjIMvPB10J,2025-09-09T10:24:28.875Z,,
LzcPgz8M3qVzN79qn7xM,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ถ้ารีบ ก็อาจจะดูเป็นรัฐธรรมนูญแบบ Top-down แบบหลายๆ ฉบับที่ผ่านมา แต่ก็ต้องไม่นานจนเกินไป ควรไปในทิศทางที่ทำให้แก้ไขได้ง่ายมากกว่า,gVOKNIr5SqGSYt4UQGwz,2025-07-02T10:20:23.720Z,C295,
MBF5RAQwmk3mcVQUmmlp,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่จำกัดคุณสมบัติผู้สมัครด้วยกลุ่มอาชีพ,cwMYFZkBcDAT64xVGPYi,2025-07-02T10:20:23.720Z,C93,
MIEr8cwcKwhUDoAHp3i3,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เพิ่มความรู้สึกเป็นเจ้าของรัฐธรรมนูญ,F7usd2BUTX3k0p2kDtwI,2025-07-02T10:20:23.720Z,C2,
MS8k4Rt7qHnJc3MhX5xy,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องปรับการสื่อสารให้เหมาะกับช่วงวัย ไม่ว่าจะเป็นช่องทางและความเข้มข้นของเนื้อหา,peEZ4F0cByDfdVv4Mh5R,2025-07-02T10:20:23.720Z,C304,
Mb2HIQw7XxHfHP6RVjPM,ไม่เห็นด้วย,2026-02-27T10:47:54.473Z,2026-02-27T10:47:54.473Z,"รัฐธรรมนูญควรมีความเป็นสถาบันและคงทนถาวร มีความมั่นคง
ไม่เปลี่ยนแปลงง่ายตามกระแสอำนาจ และได้รับการยอมรับอย่างสูง",IjZMXmGBxDDaJKh5DyOZ,2026-02-27T10:47:54.473Z,,
MnGnPz1Q7ATdW5NqVB51,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,อาจจะใช้เรื่องโควต้า แต่ต้องใช้เสียงข้างมากของสภา และใช้เสียงการันตีของฝ่ายค้าน,5rWaEjqgvDdjO8xjUyME,2025-07-02T10:20:23.720Z,C108,
MvY9L0lOEmwKJu77rYTh,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,การแบ่งเป็นภาค ยากต่อการกำหนดพื้นที่รับผิดชอบ,U3yJP2gjVAZV5h2JzNxY,2025-07-02T10:20:23.720Z,C53,zxhpNMPKlP69hrkoRI3q
N3ZAo41MII3v4SEyfsF4,ไม่เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,เพิ่มสัดส่วนของประชาชนให้มากขึ้น,hHM0HVjqwKVeG9AWTAZF,2025-07-02T10:20:23.720Z,C280,
N4TIAwyAa8T38xmUl6K3,เห็นด้วย,2025-09-09T10:43:18.519Z,2025-09-09T10:43:18.519Z,สิทธิในการลบประวัติ จะช่วยให้สามารถไปต่อยอดทำอาชีพอื่นได้,BT8x8rmFStJjIMvPB10J,2025-09-09T10:43:18.519Z,,q1FfU02VjBxgKUOBpaHC
NNUbUvzSwLOtgjeWiT1d,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ต้องให้ความสำคัญกับความหลากหลายและครอบคลุม,lY0oZzdYo9y3zFhhYnmy,2025-07-02T10:20:23.720Z,C74,
NTg6Wy6jhTqZk6n39h3A,เห็นด้วย,2025-09-15T04:04:22.274Z,2025-09-15T04:04:22.274Z,ร่วมถึงด้านการมีส่วนร่วมของประชาชนกับพรรคการเมือง สถาบันการเมือง องค์กรอิสระ,yaBWRUKJeB6kxCpL8yQM,2025-09-15T04:04:22.274Z,,
NThZjFljPRyR8uB9YgXX,เห็นด้วยบางส่วน,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ไม่จำเป็นต้องกีดกันตัวแทนจากพรรคการเมืองเพราะว่าก็เป็นตัวแทนเสียงของประชาชน,4CGZkWkBlX9VNSkBJEGI,2025-07-02T10:20:23.720Z,C244,
NjJ8wYzsnBui840OmYMx,เห็นด้วย,2026-02-27T11:25:17.597Z,2026-02-27T11:25:17.597Z,รัฐธรรมนูญจะต้องเปิดโอกาสให้ประชาชนทั่วไปสามารถแสดงความคิดเห็นต่อเรื่องต่าง ๆ ได้ และเสียงของประชาชนไปถึงผู้มีอำนาจจจริง ๆ,ee9QQZxV5iESX66emeXE,2026-02-27T11:25:17.597Z,,
O8m4zWzvQymh6gx5pThh,เห็นด้วย,2025-06-11T06:56:18.291Z,2025-06-11T06:56:18.291Z,ควรมีการจัดสรรเงินคนชรา ที่เพียงพอต่อการดำรงชีวิตและการส่งเสริมอาชีพคนวัยเกษียณ,dkrarlbB4ZvLnUMtJqJM,2025-06-11T06:56:18.291Z,,
OFeny66pOeytUPhX20SU,เห็นด้วย,2025-07-02T10:20:23.720Z,2025-07-02T10:20:23.720Z,ทำให้ประชาชนเห็นว่าการเปลี่ยนรัฐธรรมนูญจะทำให้ประชาชนได้ประโยชน์อะไร,peEZ4F0cByDfdVv4Mh5R,2025-07-02T10:20:23.720Z,C307,JepMcNblrAVmITXa0ed8
