id,category,group,question_id,distance_to_question,distance_to_center
Pl9XOn5DOwkr51BNH2hh,สสร.,4,สสร.-4,0.6061238348,0.31250286
Pl9XOn5DOwkr51BNH2hh,สสร.,1,สสร.-1,0.4860230088,0.4283982
4CGZkWkBlX9VNSkBJEGI,สสร.,0,สสร.-0,0.3145666122,0.2752468
4CGZkWkBlX9VNSkBJEGI,สสร.,0,สสร.-0,0.3145666122,0.2752468
LKXzmA9tyTknWrjuwsup,สสร.,0,สสร.-0,0.617611289,0.43882024
LKXzmA9tyTknWrjuwsup,สสร.,0,สสร.-0,0.617611289,0.43882024
nrEaDmep95iroWpISISA,สสร.,0,สสร.-0,0.3997807503,0.26873893
nrEaDmep95iroWpISISA,สสร.,0,สสร.-0,0.3997807503,0.26873893
nrEaDmep95iroWpISISA,สสร.,6,สสร.-6,0.6316972971,0.3311122
nrEaDmep95iroWpISISA,สสร.,4,สสร.-4,0.6910153925,0.35969955
V0dkfSPE4GP6d5lpNaHz,สสร.,0,สสร.-0,0.3909312487,0.16945982
V0dkfSPE4GP6d5lpNaHz,สสร.,6,สสร.-6,0.472533226,0.21307844
V0dkfSPE4GP6d5lpNaHz,สสร.,4,สสร.-4,0.618175894,0.26454127
V0dkfSPE4GP6d5lpNaHz,สสร.,0,สสร.-0,0.3909312487,0.16945982
V0dkfSPE4GP6d5lpNaHz,สสร.,1,สสร.-1,0.6083404124,0.4417681
F7usd2BUTX3k0p2kDtwI,สสร.,1,สสร.-1,0.5109018683,0.29707444
F7usd2BUTX3k0p2kDtwI,สสร.,1,สสร.-1,0.5109018683,0.29707444
F7usd2BUTX3k0p2kDtwI,สสร.,5,สสร.-5,0.4801498055,0.37841845
YIHBlCG4V2ebaFyOH4bZ,สสร.,5,สสร.-5,0.5445413589,0.32262158
YIHBlCG4V2ebaFyOH4bZ,สสร.,5,สสร.-5,0.5445413589,0.32262158
sAmtB8fy0VPiNkHFh2ON,สสร.,6,สสร.-6,0.6499613822,0.267811
sAmtB8fy0VPiNkHFh2ON,สสร.,0,สสร.-0,0.5313635468,0.42078406
sAmtB8fy0VPiNkHFh2ON,สสร.,1,สสร.-1,0.5003336668,0.42572778
sAmtB8fy0VPiNkHFh2ON,สสร.,6,สสร.-6,0.6499613822,0.267811
DfJOY3sgMDlsp1Zdq9uU,สสร.,7,สสร.-7,0.2405401468,0.16207492
DfJOY3sgMDlsp1Zdq9uU,สสร.,1,สสร.-1,0.4905611873,0.30660462
DfJOY3sgMDlsp1Zdq9uU,สสร.,7,สสร.-7,0.2405401468,0.16207492
DfJOY3sgMDlsp1Zdq9uU,สสร.,5,สสร.-5,0.6959082186,0.3669979
DfJOY3sgMDlsp1Zdq9uU,สสร.,0,สสร.-0,0.6099376678,0.30848694
qylb4vJtU5AGTjqa3Otw,สสร.,1,สสร.-1,0.6270816326,0.36849374
qylb4vJtU5AGTjqa3Otw,สสร.,1,สสร.-1,0.6270816326,0.36849374
qylb4vJtU5AGTjqa3Otw,สสร.,5,สสร.-5,0.6193554401,0.3801403
khaARS90ROktrWpNefdc,สสร.,5,สสร.-5,0.6185189188,0.1827901
khaARS90ROktrWpNefdc,สสร.,5,สสร.-5,0.6185189188,0.1827901
wXQy4GNSAVByO1QwIw31,สสร.,4,สสร.-4,0.6719830036,0.33016634
wXQy4GNSAVByO1QwIw31,สสร.,0,สสร.-0,0.5365811884,0.343835
wXQy4GNSAVByO1QwIw31,สสร.,4,สสร.-4,0.6719830036,0.33016634
2rIAoKtf0uRsbMDTZ6kE,สสร.,6,สสร.-6,0.5539322495,0.30654037
2rIAoKtf0uRsbMDTZ6kE,สสร.,3,สสร.-3,0.4345430732,0.38171154
2rIAoKtf0uRsbMDTZ6kE,สสร.,4,สสร.-4,0.7027729452,0.3718685
2rIAoKtf0uRsbMDTZ6kE,สสร.,0,สสร.-0,0.5555426478,0.24527532
2rIAoKtf0uRsbMDTZ6kE,สสร.,0,สสร.-0,0.5555426478,0.24527532
Zm98HOrjLwwudUq56iax,สสร.,1,สสร.-1,0.5582159758,0.36373037
Zm98HOrjLwwudUq56iax,สสร.,1,สสร.-1,0.5582159758,0.36373037
SVBo1xoP6wqVOYRaY51q,สสร.,1,สสร.-1,0.2852088213,0.2327969
SVBo1xoP6wqVOYRaY51q,สสร.,1,สสร.-1,0.2852088213,0.2327969
SVBo1xoP6wqVOYRaY51q,สสร.,5,สสร.-5,0.7467594147,0.3388257
SVBo1xoP6wqVOYRaY51q,สสร.,7,สสร.-7,0.4766398668,0.36849284
SVBo1xoP6wqVOYRaY51q,สสร.,8,สสร.-8,0.6825392246,0.2605886
PPDctBeP0CJft1MFeAC8,สสร.,1,สสร.-1,0.5838987231,0.369704
PPDctBeP0CJft1MFeAC8,สสร.,1,สสร.-1,0.5838987231,0.369704
PPDctBeP0CJft1MFeAC8,สสร.,0,สสร.-0,0.549826324,0.39054853
hHM0HVjqwKVeG9AWTAZF,สสร.,4,สสร.-4,0.4962160587,0.36878437
hHM0HVjqwKVeG9AWTAZF,สสร.,0,สสร.-0,0.6476379037,0.36174434
hHM0HVjqwKVeG9AWTAZF,สสร.,0,สสร.-0,0.6476379037,0.36174434
F4KhD4lOYoeldMS4hYnG,สสร.,7,สสร.-7,0.3316147327,0.15450275
F4KhD4lOYoeldMS4hYnG,สสร.,7,สสร.-7,0.3316147327,0.15450275
F4KhD4lOYoeldMS4hYnG,สสร.,5,สสร.-5,0.612228334,0.29601556
F4KhD4lOYoeldMS4hYnG,สสร.,1,สสร.-1,0.6728163362,0.39419734
AaA3IdPpPRmGriTmLm26,สสร.,4,สสร.-4,0.6412294507,0.36404008
AaA3IdPpPRmGriTmLm26,สสร.,1,สสร.-1,0.5222121179,0.39306772
AaA3IdPpPRmGriTmLm26,สสร.,1,สสร.-1,0.5222121179,0.39306772
AaA3IdPpPRmGriTmLm26,สสร.,0,สสร.-0,0.5795205832,0.33584285
EjCnAXDaaJuBQLhHI42W,สสร.,6,สสร.-6,0.6204688549,0.39265835
EjCnAXDaaJuBQLhHI42W,สสร.,0,สสร.-0,0.3876746893,0.3717866
EjCnAXDaaJuBQLhHI42W,สสร.,0,สสร.-0,0.3876746893,0.3717866
lRI4lhkiWzTKCOBsbL3p,สสร.,6,สสร.-6,0.5790516734,0.2919445
lRI4lhkiWzTKCOBsbL3p,สสร.,6,สสร.-6,0.5790516734,0.2919445
pegZwJVtwSuC87fEl0UZ,สสร.,5,สสร.-5,0.7311953306,0.43699938
pegZwJVtwSuC87fEl0UZ,สสร.,5,สสร.-5,0.7311953306,0.43699938
UiN8egrbml9767vx9jT5,สสร.,8,สสร.-8,0.2238521576,0.21025252
UiN8egrbml9767vx9jT5,สสร.,8,สสร.-8,0.2238521576,0.21025252
rv1DxRCAh8vLRGYr7kfa,สสร.,4,สสร.-4,0.4267427325,0.31848305
rv1DxRCAh8vLRGYr7kfa,สสร.,4,สสร.-4,0.4267427325,0.31848305
C88gOdn5c8qXMV5MJ2h0,สสร.,4,สสร.-4,0.3759074211,0.28233933
C88gOdn5c8qXMV5MJ2h0,สสร.,4,สสร.-4,0.3759074211,0.28233933
JrrSMrVIPnXKGeNiUZIJ,สสร.,3,สสร.-3,0.4857432246,0.2762664
JrrSMrVIPnXKGeNiUZIJ,สสร.,3,สสร.-3,0.4857432246,0.2762664
JrrSMrVIPnXKGeNiUZIJ,สสร.,0,สสร.-0,0.6996224523,0.4243667
UiPSbzGwIdu94dj1WKN4,สสร.,1,สสร.-1,0.3336714506,0.25623983
UiPSbzGwIdu94dj1WKN4,สสร.,1,สสร.-1,0.3336714506,0.25623983
PoUrwgMfuXEibcipRMM4,สสร.,1,สสร.-1,0.1024430394,0.20427793
PoUrwgMfuXEibcipRMM4,สสร.,1,สสร.-1,0.1024430394,0.20427793
PoUrwgMfuXEibcipRMM4,สสร.,8,สสร.-8,0.6335790455,0.20637697
0Fei5MccG3Tftzfh9Uoo,สวัสดิการ,3,สวัสดิการ-3,0.3364174366,0
2rkY2deHi8JWXeTwRzzX,สวัสดิการ,5,สวัสดิการ-5,0.2871528864,0
7Wc7kBwm6cM0c2MxyCTL,สวัสดิการ,4,สวัสดิการ-4,0.4666439891,0.13314158
7Wc7kBwm6cM0c2MxyCTL,สวัสดิการ,0,สวัสดิการ-0,0.3281811476,0.26884055
7Wc7kBwm6cM0c2MxyCTL,สวัสดิการ,2,สวัสดิการ-2,0.4378292561,0.3001724
9g2CwbGiTaU7qQ0PH76a,สวัสดิการ,2,สวัสดิการ-2,0.2615397573,0.122832656
9g2CwbGiTaU7qQ0PH76a,สวัสดิการ,0,สวัสดิการ-0,0.2639129758,0.15722358
9g2CwbGiTaU7qQ0PH76a,สวัสดิการ,4,สวัสดิการ-4,0.6175262928,0.22202867
IQCwYQpN6dyrQDca9UWs,สวัสดิการ,0,สวัสดิการ-0,0.2991868258,0.18060523
IQCwYQpN6dyrQDca9UWs,สวัสดิการ,2,สวัสดิการ-2,0.4097110629,0.2758739
IQCwYQpN6dyrQDca9UWs,สวัสดิการ,4,สวัสดิการ-4,0.5941898227,0.23612893
J6vFHMcHA7KE6NsdIaEN,สวัสดิการ,0,สวัสดิการ-0,0.2533329129,0.1742279
J6vFHMcHA7KE6NsdIaEN,สวัสดิการ,2,สวัสดิการ-2,0.4551941156,0.2608022
J6vFHMcHA7KE6NsdIaEN,สวัสดิการ,4,สวัสดิการ-4,0.6205629706,0.26504248
JkA5Nu2tkiSGYSkuc9XK,สวัสดิการ,1,สวัสดิการ-1,0.3321089745,0.1267457
KGlNY6Z1v9IK1r2wc172,สวัสดิการ,2,สวัสดิการ-2,0.2318103909,0.16316259
KGlNY6Z1v9IK1r2wc172,สวัสดิการ,0,สวัสดิการ-0,0.4609289169,0.2459864
QlyL9rV0Ups7Teg50p7C,สวัสดิการ,1,สวัสดิการ-1,0.3377848864,0.10108477
UUVQPnkru2xj8tnf9x9r,สวัสดิการ,2,สวัสดิการ-2,0.2409228683,0.21395743
UUVQPnkru2xj8tnf9x9r,สวัสดิการ,4,สวัสดิการ-4,0.4540865421,0.26094532
UUVQPnkru2xj8tnf9x9r,สวัสดิการ,0,สวัสดิการ-0,0.3787353039,0.30062068
VAnenwbQKHPSvIjWV7pC,สวัสดิการ,6,สวัสดิการ-6,0.1833644509,0
VAnenwbQKHPSvIjWV7pC,สวัสดิการ,2,สวัสดิการ-2,0.6105717719,0.3911249
dkrarlbB4ZvLnUMtJqJM,สวัสดิการ,2,สวัสดิการ-2,0.3292346597,0.21880758
flWe1JTfa9t3O20cxgFZ,สวัสดิการ,0,สวัสดิการ-0,0.4342636466,0.28370553
ri7VMl85rYWRQ5NzpcgE,สวัสดิการ,4,สวัสดิการ-4,0.3653110266,0.20460272
0vomrDzX8pjCYnoNBiuo,อื่น ๆ,0,อื่น ๆ-0,0.5400162935,0.36885613
1eNG3cExFvLzW5leCHWP,อื่น ๆ,0,อื่น ๆ-0,0.318791151,0.23561513
4kDXCQeLCddQptKyOLX0,อื่น ๆ,0,อื่น ๆ-0,0.5497545302,0.48302048
5YG7dKCSMALs9DqbO2ox,อื่น ๆ,0,อื่น ๆ-0,0.5114816427,0.45642775
7xGInlChiHbtmWOyxXXd,อื่น ๆ,0,อื่น ๆ-0,0.5329408944,0.33442253
E8YzlcAsoGf8ysfgHcWa,อื่น ๆ,0,อื่น ๆ-0,0.4069848657,0.20666748
G8LaoiZ5UGGP9Da7Fyz5,อื่น ๆ,0,อื่น ๆ-0,0.3491238356,0.26378626
GaxoVIINVkWmZ2zMW0Ai,อื่น ๆ,0,อื่น ๆ-0,0.2541174889,0.17601562
HFZPo4OzbhEno0bLvM7e,อื่น ๆ,0,อื่น ๆ-0,0.3937981725,0.21873367
HK63bfvXv3plsVJm1Q7U,อื่น ๆ,0,อื่น ๆ-0,0.2847200632,0.27053064
HTDgBRXcKY29K1Jdey0W,อื่น ๆ,0,อื่น ๆ-0,0.5688801706,0.3969766
HtKMPnTUQEvqMVAZRO7x,อื่น ๆ,0,อื่น ๆ-0,0.2639777064,0.1532659
IjZMXmGBxDDaJKh5DyOZ,อื่น ๆ,0,อื่น ๆ-0,0.346542716,0.293967
KT4M6sabcRzo7DQ2UYlK,อื่น ๆ,1,อื่น ๆ-1,0.5452316105,0.20202953
MS7pv54zrhUr3FL3rmJu,อื่น ๆ,0,อื่น ๆ-0,0.5742248297,0.4932937
NvzFEfaG6ZVZOzCL6oZi,อื่น ๆ,0,อื่น ๆ-0,0.5348679721,0.43163204
QIx0bqPEjthH7vViEhlP,อื่น ๆ,0,อื่น ๆ-0,0.3790413737,0.1995027
V8mRVC0MDmkQBgs9erqT,อื่น ๆ,0,อื่น ๆ-0,0.3625771999,0.1814403
VZIeapLeWOyH46gjSCRP,อื่น ๆ,0,อื่น ๆ-0,0.2213135362,0.2634794
XmA3Xs8W1Xov6QoiC9Q1,อื่น ๆ,0,อื่น ๆ-0,0.5460062623,0.34387785
YZ1rH9CLzpmVQUhWLw5e,อื่น ๆ,1,อื่น ๆ-1,0.6295002699,0.22332978
a2GxJjEheT7kCjuYBJHO,อื่น ๆ,0,อื่น ๆ-0,0.2712450027,0.1947537
cgl2dkQpzRePcWAo075o,อื่น ๆ,0,อื่น ๆ-0,0.3267139196,0.32529342
dGxyjzS4YUBBbcbvHOUf,อื่น ๆ,0,อื่น ๆ-0,0.2318482399,0.3003204
ee9QQZxV5iESX66emeXE,อื่น ๆ,0,อื่น ๆ-0,0.483134985,0.3133167
hN53GlLx2DAw5uskXgts,อื่น ๆ,0,อื่น ๆ-0,0.4003824592,0.29555213
jHdCJCKb650P142dwlCc,อื่น ๆ,0,อื่น ๆ-0,0.4516243935,0.27818882
l4DGdklYsCQJ4YCEwG6N,อื่น ๆ,0,อื่น ๆ-0,0.4477870464,0.3125527
qPBOcL9oIepOBSMv2sm9,อื่น ๆ,0,อื่น ๆ-0,0.3602255583,0.29500896
rXQLUFdi9w5lq2zlb3jt,อื่น ๆ,0,อื่น ๆ-0,0.4696806073,0.28162915
xPfTusEykaoThPECEHNx,อื่น ๆ,0,อื่น ๆ-0,0.3101710081,0.3169338
y02zxIhpl5SrMiqbe6PZ,อื่น ๆ,0,อื่น ๆ-0,0.4260917902,0.3767714
zTLIoGDZJsgMorVzRhHE,อื่น ๆ,0,อื่น ๆ-0,0.3888559341,0.24751765
1qjh6KRYbAEPsKG8NUDI,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.3731359243,0.2586376
4i14t622N6uaKqAPYfKD,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3383398056,0.19764537
4i14t622N6uaKqAPYfKD,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.5157812238,0.2694381
4i14t622N6uaKqAPYfKD,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.4338319302,0.3056938
7nEY2QHVKCI2Ljwoyyno,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3667230606,0.2964239
7nEY2QHVKCI2Ljwoyyno,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.6474535167,0.36685073
9InDlkI5HWtLSzJoExBd,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.4270008802,0.24946636
9InDlkI5HWtLSzJoExBd,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.5743363202,0.43006396
AMhL4FYyP54kMEyMU18G,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.7263590395,0.31868583
BT8x8rmFStJjIMvPB10J,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.3565118909,0.19166154
BT8x8rmFStJjIMvPB10J,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4462009668,0.26282507
EEcR0NvCxjwK7PH9cKjT,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.6565487385,0.33260083
GBq5BwwKMbbVQc6Y89rE,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.2449775934,0.29983956
GWGd5rdE1uMxAeIT6o9n,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3792196512,0.24557948
HVq2A7jVeLEtRGQrP1Py,สิทธิเสรีภาพ,1,สิทธิเสรีภาพ-1,0.5810035467,0.23255438
HVq2A7jVeLEtRGQrP1Py,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.5939006209,0.44830328
KQU7CiheSFOtWiVDVBxL,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.1942494512,0.12022364
KQU7CiheSFOtWiVDVBxL,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.381226182,0.18848032
KQU7CiheSFOtWiVDVBxL,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.415802598,0.32867688
NKpuHPFOMLsCgTwgcHX9,สิทธิเสรีภาพ,4,สิทธิเสรีภาพ-4,0.4175879955,0
NgqW0WIpOqn6lgiInybe,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3820220232,0.29390532
S6GtIWAGWDQXstwOMsxM,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.3903042674,0.23439103
U82cTKzPvQ8Jl1jByxpe,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.4656803608,0.2291587
U82cTKzPvQ8Jl1jByxpe,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.4667828083,0.31437904
U82cTKzPvQ8Jl1jByxpe,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.5654788315,0.4185897
UbT3ZT9TokEuDlA3yap5,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3990889788,0.3001207
UbT3ZT9TokEuDlA3yap5,สิทธิเสรีภาพ,1,สิทธิเสรีภาพ-1,0.5542060137,0.304878
UbT3ZT9TokEuDlA3yap5,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.5022878349,0.33451247
YyfjnhJ84S5XvwMrBu0N,สิทธิเสรีภาพ,1,สิทธิเสรีภาพ-1,0.5625987351,0.2583511
YyfjnhJ84S5XvwMrBu0N,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.5351775885,0.45271075
ZAdCNNsmsUjfqIH0m3Px,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4401688576,0.28862917
ZAdCNNsmsUjfqIH0m3Px,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.4759667516,0.30075347
cwutSB93TI3xH6IKpBn5,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4628482461,0.3242262
kbZeLnr7CIhviuzpi7Y2,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.6515935063,0.31334138
mvuw0PVc9yFEqDYHLU5P,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.3807299137,0.23551875
mvuw0PVc9yFEqDYHLU5P,สิทธิเสรีภาพ,1,สิทธิเสรีภาพ-1,0.7185979486,0.3505432
oeotA7s7dRMWvrJarDmJ,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.1452672482,0.18319887
oeotA7s7dRMWvrJarDmJ,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.4948976636,0.28809226
q0DIQV3yASXwqRZaCiFX,สิทธิเสรีภาพ,1,สิทธิเสรีภาพ-1,0.4366971254,0.27599287
qTAylyGMKxWyYImK7Xnp,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.4618284106,0.30370784
t6hibvHASB7ImBStKhrw,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.3670299053,0.32065958
y2QViIPyK0DMuLnnTpmM,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.3381572962,0.19030786
y2QViIPyK0DMuLnnTpmM,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4360668659,0.34732604
ygKCH9AyMU1EHeFyQQIV,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4108595848,0.205253
ygKCH9AyMU1EHeFyQQIV,สิทธิเสรีภาพ,3,สิทธิเสรีภาพ-3,0.5862292051,0.28619885
ygKCH9AyMU1EHeFyQQIV,สิทธิเสรีภาพ,5,สิทธิเสรีภาพ-5,0.507358402,0.37230206
ygKCH9AyMU1EHeFyQQIV,สิทธิเสรีภาพ,0,สิทธิเสรีภาพ-0,0.465026021,0.30324906
zvTElyJJO7xqagDkVWdP,สิทธิเสรีภาพ,2,สิทธิเสรีภาพ-2,0.4062509537,0.25425947
2StYx1m4eIDCGmr7yEBp,รัฐสภา,0,รัฐสภา-0,0.5940751135,0.186275
7MvMhsMTnlaGMGsDV1vu,รัฐสภา,1,รัฐสภา-1,0.3800212741,0
GnCjAaUbc2WzgFdhlV2q,รัฐสภา,0,รัฐสภา-0,0.355864048,0.20126325
LXAf0kXAKcDM101rNBdJ,รัฐสภา,0,รัฐสภา-0,0.6832902133,0.1592238
53UEd7GeI48aWUYhrgWZ,การปกครองส่วนท้องถิ่น,0,การปกครองส่วนท้องถิ่น-0,0.2864253521,0.15570736
QnMEfvJp90FiAYeNtnXb,การปกครองส่วนท้องถิ่น,0,การปกครองส่วนท้องถิ่น-0,0.2818521261,0.21700794
YN6sWxsWiErswgs9UaoT,การปกครองส่วนท้องถิ่น,0,การปกครองส่วนท้องถิ่น-0,0.5323989391,0.21291876
hKLtiqzvq6iMHcSRGLMG,การปกครองส่วนท้องถิ่น,1,การปกครองส่วนท้องถิ่น-1,0.163164556,0
9dCsKpEzmEmPYBkmYQOb,การศึกษา,0,การศึกษา-0,0.2429713607,0.24335313
DQeO2c4HGwT5KEdiOMbY,การศึกษา,1,การศึกษา-1,0.5309378505,0
TkX92j12vULJx4imdK55,การศึกษา,0,การศึกษา-0,0.2040560246,0.12855017
aOI4WyDnNVXUtAzVqZsS,การศึกษา,0,การศึกษา-0,0.2650519609,0.29020768
l2BJGEFL0vNtYHherIGp,การศึกษา,0,การศึกษา-0,0.4564762115,0.27023768
rtD7CMjsceEbv2KhEprz,การศึกษา,0,การศึกษา-0,0.3837239742,0.1942417
wODKVw70M0C8blVDMpfL,การศึกษา,0,การศึกษา-0,0.1758634448,0.13583863
zYXQjirGqWnfkYRkKvqD,การศึกษา,0,การศึกษา-0,0.3880700469,0.20499355
A1zhD0A2zDnFjPYoxHqz,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.496083498,0.23939776
NhxEw2QAIrvfKtWj3jWw,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.6389302909,0.31414592
QdwkFxZGRJlXljzJBtz9,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.546518594,0.24055743
TP5bSx8XiFR5Mhs98UPS,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.5637907386,0.22645622
YCi7nXE9o4izX8kl87wS,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.4493774176,0.31987143
khBKlVEnnEalTeRRgKYn,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.5894717574,0.31101918
rdSDbspwBRGjnYsdAdCu,สิ่งแวดล้อม,1,สิ่งแวดล้อม-1,0.3332850933,0
yYjYyd4TeWQsvH5igLmP,สิ่งแวดล้อม,0,สิ่งแวดล้อม-0,0.1169010401,0.23747772
